# 
# Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error
> Full_Impedance 
> exp(i\omega t)
> [mV/km]/[nT]
> 0.0 
> 0.0 0.0
> 16 100
1.000000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 2.292646E-002 -6.529004E-003 3.529670E+001
2.150000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 9.713199E-004 6.285707E-003 2.661335E+001
4.640000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 2.489030E-003 -6.976111E-003 1.982398E+001
1.000000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 1.374723E-002 2.748828E-002 1.377889E+001
2.154000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX -6.695641E-002 1.770062E-002 1.019152E+001
4.642000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX -1.341218E-001 -1.772341E-001 7.112452E+000
1.000000E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 8.352553E-002 -4.293174E-001 4.876799E+000
2.154400E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 4.769959E-001 -4.275712E-001 3.331763E+000
4.641600E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 6.836768E-001 -2.200315E-001 2.158418E+000
1.000000E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 7.989088E-001 1.771249E-002 1.479380E+000
2.154430E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 6.625755E-001 2.086904E-001 1.043299E+000
4.641590E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 4.840865E-001 2.653114E-001 6.529506E-001
1.000000E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 3.151825E-001 2.020265E-001 4.075033E-001
2.154440E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 2.027562E-001 1.634380E-001 2.644662E-001
4.641590E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 1.273047E-001 1.154294E-001 1.624188E-001
1.000000E+003 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXX 9.624737E-002 6.547554E-002 9.578796E-002
1.000000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 2.707518E+002 2.074371E+002 1.764835E+001
2.150000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 2.170700E+002 1.606470E+002 1.330667E+001
4.640000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 1.541163E+002 1.135562E+002 9.911988E+000
1.000000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 1.082770E+002 8.829656E+001 6.889443E+000
2.154000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 7.794103E+001 6.663691E+001 5.095760E+000
4.642000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 5.400654E+001 5.024791E+001 3.556226E+000
1.000000E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 3.665611E+001 3.639170E+001 2.438399E+000
2.154400E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 2.166655E+001 2.398898E+001 1.665882E+000
4.641600E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 1.419285E+001 1.653130E+001 1.079209E+000
1.000000E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 8.127893E+000 1.043260E+001 7.396901E-001
2.154430E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 5.233950E+000 7.487842E+000 5.216494E-001
4.641590E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 2.527597E+000 4.566832E+000 3.264753E-001
1.000000E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 1.619364E+000 2.683014E+000 2.037517E-001
2.154440E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 1.034641E+000 1.632281E+000 1.322331E-001
4.641590E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 7.657700E-001 9.392656E-001 8.120940E-002
1.000000E+003 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZXY 4.443765E-001 5.595528E-001 4.789398E-002
1.000000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -2.962144E+002 -2.137208E+002 1.764835E+001
2.150000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -2.157827E+002 -1.490821E+002 1.330667E+001
4.640000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -1.613891E+002 -1.268726E+002 9.911988E+000
1.000000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -1.037917E+002 -8.771133E+001 6.889443E+000
2.154000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -7.563459E+001 -6.737295E+001 5.095760E+000
4.642000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -4.989279E+001 -4.704767E+001 3.556226E+000
1.000000E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -3.308226E+001 -3.202545E+001 2.438399E+000
2.154400E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -2.391270E+001 -2.464678E+001 1.665882E+000
4.641600E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -1.592904E+001 -1.426407E+001 1.079209E+000
1.000000E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -1.276295E+001 -1.053398E+001 7.396901E-001
2.154430E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -9.219876E+000 -7.546344E+000 5.216494E-001
4.641590E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -5.869615E+000 -5.680233E+000 3.264753E-001
1.000000E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -3.394199E+000 -4.069135E+000 2.037517E-001
2.154440E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -2.477635E+000 -2.638087E+000 1.322331E-001
4.641590E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -1.461355E+000 -1.613342E+000 8.120940E-002
1.000000E+003 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYX -8.705024E-001 -9.439828E-001 4.789398E-002
1.000000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -5.599247E+000 4.424586E+000 3.529670E+001
2.150000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 1.649039E+001 1.134874E+001 2.661335E+001
4.640000E-002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 2.551479E+000 1.158737E+001 1.982398E+001
1.000000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -4.805217E+000 -3.038728E+000 1.377889E+001
2.154000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 2.512384E+000 3.031530E+000 1.019152E+001
4.642000E-001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -1.247923E+000 6.727862E-001 7.112452E+000
1.000000E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 8.942031E-001 1.689009E+000 4.876799E+000
2.154400E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 6.860692E-001 1.069873E+000 3.331763E+000
4.641600E+000 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -8.677487E-001 2.734130E-001 2.158418E+000
1.000000E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -1.164477E+000 1.771209E-001 1.479380E+000
2.154430E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -3.075734E-001 1.519440E-002 1.043299E+000
4.641590E+001 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 1.983483E-001 -4.434283E-001 6.529506E-001
1.000000E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -5.234772E-002 -1.359040E-001 4.075033E-001
2.154440E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -1.756810E-001 1.179274E-002 2.644662E-001
4.641590E+002 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY 4.012535E-002 3.715235E-002 1.624188E-001
1.000000E+003 001 0.000 0.000 18000.000000 -18000.000000 0.000000 ZYY -4.282239E-002 4.237737E-003 9.578796E-002
1.000000E-002 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX 2.913381E-002 5.170487E-003 3.594571E+001
2.150000E-002 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX -1.562256E-002 5.933609E-003 2.675407E+001
4.640000E-002 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX 1.595196E-002 3.288409E-003 1.953106E+001
1.000000E-001 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX -2.164211E-002 3.655741E-002 1.430252E+001
2.154000E-001 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX -1.110043E-001 -3.783923E-003 9.836343E+000
4.642000E-001 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX -1.298329E-001 -2.802913E-001 6.976249E+000
1.000000E+000 002 0.000 0.000 18000.000000 -14000.000000 0.000000 ZXX 1.709679E-001 -5.206827E-001 4.888539E+000
