# ModEM impedance responses for Synthetic 3D MT data written in Matlab                                                              
# Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error                             
>  Full_Impedance
>  exp(-i\omega t)
>  [V/m]/[T]
>     0.00
>    0.000   0.000
>     12   225
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX   7.867477E+01  -1.383271E+01   2.000000E+15
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   5.083052E+03  -5.061272E+03   2.000000E+15
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -5.085062E+03   5.156975E+03   2.000000E+15
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -1.212110E+02   2.496841E+01   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX   6.643273E+01  -4.872504E+01   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   3.701569E+03  -3.740889E+03   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -3.679649E+03   3.796004E+03   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -1.004537E+02   6.469293E+01   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX   3.387325E+01  -7.841057E+01   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   2.656187E+03  -2.753778E+03   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -2.625980E+03   2.776144E+03   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -5.871691E+01   9.503396E+01   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -1.353624E+01  -9.561369E+01   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   1.890730E+03  -1.990906E+03   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -1.863452E+03   1.989201E+03   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -3.501002E+00   1.117007E+02   2.000000E+15
1.232847E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -6.727015E+01  -9.419214E+01   2.000000E+15
1.232847E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   1.364713E+03  -1.408026E+03   2.000000E+15
1.232847E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -1.347686E+03   1.390100E+03   2.000000E+15
1.232847E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   5.959840E+01   1.074726E+02   2.000000E+15
2.310130E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -1.142913E+02  -7.298479E+01   2.000000E+15
2.310130E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   1.016957E+03  -9.915990E+02   2.000000E+15
2.310130E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -1.016153E+03   9.641900E+02   2.000000E+15
2.310130E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   1.118526E+02   7.691677E+01   2.000000E+15
4.328761E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -1.425171E+02  -3.773169E+01   2.000000E+15
4.328761E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   7.753261E+02  -7.119546E+02   2.000000E+15
4.328761E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -7.942125E+02   6.860340E+02   2.000000E+15
4.328761E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   1.359370E+02   3.550913E+01   2.000000E+15
8.111308E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -1.460267E+02  -2.442193E+00   2.000000E+15
8.111308E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   5.940166E+02  -5.240211E+02   2.000000E+15
8.111308E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -6.244235E+02   5.097900E+02   2.000000E+15
8.111308E+02          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   1.366578E+02   8.680270E-01   2.000000E+15
1.519911E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -1.332253E+02   2.115321E+01   2.000000E+15
1.519911E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   4.516255E+02  -3.919214E+02   2.000000E+15
1.519911E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -4.838087E+02   3.879051E+02   2.000000E+15
1.519911E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   1.233634E+02  -2.296004E+01   2.000000E+15
2.848036E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -1.156594E+02   3.334191E+01   2.000000E+15
2.848036E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   3.469909E+02  -2.928755E+02   2.000000E+15
2.848036E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -3.756362E+02   2.964071E+02   2.000000E+15
2.848036E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   1.043795E+02  -3.461390E+01   2.000000E+15
5.336699E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -9.733153E+01   4.091134E+01   2.000000E+15
5.336699E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   2.723807E+02  -2.352870E+02   2.000000E+15
5.336699E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -2.919001E+02   2.379047E+02   2.000000E+15
5.336699E+03          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   8.706718E+01  -4.163106E+01   2.000000E+15
1.000000E+04          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -7.614092E+01   4.516191E+01   2.000000E+15
1.000000E+04          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   1.927361E+02  -2.071083E+02   2.000000E+15
