# ModEM impedance responses for Synthetic 3D MT data written in Matlab                                                              
# Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error                             
>  Full_Impedance
>  exp(-i\omega t)
>  [V/m]/[T]
>     0.00
>    0.000   0.000
>     12   225
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX   7.720247E+01   3.127925E+00   2.000000E+15
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   5.045268E+03  -5.121010E+03   2.000000E+15
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -5.003411E+03   5.145403E+03   2.000000E+15
1.000000E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -1.481651E+02   1.892017E+01   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX   7.140893E+01  -3.826395E+01   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   3.651524E+03  -3.776919E+03   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -3.604994E+03   3.762167E+03   2.000000E+15
1.873817E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -1.168662E+02   7.879959E+01   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX   4.062482E+01  -7.068834E+01   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   2.599254E+03  -2.767815E+03   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -2.578395E+03   2.729371E+03   2.000000E+15
3.511192E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY  -5.901100E+01   1.126900E+02   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXX  -2.994989E+00  -9.005100E+01   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZXY   1.837655E+03  -1.986600E+03   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYX  -1.844091E+03   1.947622E+03   2.000000E+15
6.579332E+01          006-006         0.000    0.000 -285888.676 -579163.476       0.000     ZYY   5.216996E+00   1.245268E+02   2.000000E+15
